Year;Rank;Name;Citizenship;Country Code;Net Worth Billion;Age;Industry Aggregates;Selfmade;Generation of Inheritance;Type of Wealth;Industry;Relationship to Company;Gender;Source of Wealth;Sector;Company;Company type;Founding Date;Political Connection;GDP Currentus;Region;Notes;Notes 2;Deflator 1996;Real Net Worth;Characteristics
2015;1386;Mustafa Latif Topbas;Turkey;TUR;1.4;70.0;Traded Sectors;;;;Consumer;;;Food Manufacturing, Retail;;;;;;;Middle East/North Africa;;;138.802093506;1.00863027573;North,Real Billionaires
2015;;N.R. Narayana Murthy;India;IND;1.9;;New Sectors;;;;Technology-Computer;;;Software Services;;;;;;;South Asia;;;138.802093506;1.36885547638;North,Real Billionaires
2015;1006;Neal Patterson;United States;USA;1.9;65.0;New Sectors;;;;Technology-Medical;;;Health It;;;;;;;North America;;;138.802093506;1.36885547638;North,Real Billionaires
2015;;Neal Patterson;United States;USA;1.2;;New Sectors;;;;Technology-Medical;;;Health It;;;;;;;North America;;;138.802093506;0.864540278912;North,Real Billionaires
2015;;Nicolas Berggruen;United States;USA;1.7;;Financial;;;;Diversified financial;;;Investments;;;;;;;North America;;;138.802093506;1.22476541996;North,Real Billionaires
2015;;Nicolas Puech;France;FRA;2.1;;Traded Sectors;;;;Consumer;;;Hermes;;;;;;;Europe;;;138.802093506;1.5129455328;North,Real Billionaires
2015;1638;Nikolai Maximov;Russia;RUS;1.1;57.0;Financial;;;;Diversified financial;;;Investments;;;;;;;Europe;;;138.802093506;0.792495250702;North,Real Billionaires
2015;1006;Norman Braman;United States;USA;1.9;82.0;Non-Traded Sectors;;;;Retail, Restaurant;;;Art, Car Dealerships;;;;;;;North America;;;138.802093506;1.36885547638;North,Real Billionaires
2015;1415;Oleg Boyko;Russia;RUS;1.3;50.0;Non-Traded Sectors;;;;Media;;;Entertaiment, Retail, Real Estate;;;;;;;Europe;;;138.802093506;0.936585307121;North,Real Billionaires
2015;1054;Onsi Sawiris;Egypt;EGY;1.8;85.0;Non-Traded Sectors;;;;Constrution;;;Construction, Telecom;;;;;;;Middle East/North Africa;;;138.802093506;1.29681038857;North,Real Billionaires
2015;291;Paolo & Gianfelice Mario Rocca;Italy;ITA;5.2;;Traded Sectors;;;;Non-consumer industrial;;;Pipe Manufacturing;;;;;;;Europe;;;138.802093506;3.74634122849;North,Real Billionaires
2015;;Paolo & Gianfelice Mario Rocca;Italy;ITA;4.7;;Traded Sectors;;;;Non-consumer industrial;;;Pipe Manufacturing;;;;;;;Europe;;;138.802093506;3.38611602783;North,Real Billionaires
2015;1415;Patricia Angelini Rossi;Chile;CHL;1.3;60.0;Resource Related;;;;Mining and metals;;;Forestry, Mining;;;;;;;Latin America;;;138.802093506;0.936585307121;North,Real Billionaires
2015;352;Paul Tudor Jones, II.;United States;USA;4.6;60.0;Financial;;;;Hedge funds;;;Hedge Funds;;;;;;;North America;;;138.802093506;3.31407094002;North,Real Billionaires
2015;894;Pedro Moreira Salles;Brazil;BRA;2.1;55.0;Financial;;;;Money Management;;;Banking, Minerals;;;;;;;Latin America;;;138.802093506;1.5129455328;North,Real Billionaires
2015;;Peter Buck;United States;USA;3.5;;Non-Traded Sectors;;;;Retail, Restaurant;;;Subway Sandwich Shops;;;;;;;North America;;;138.802093506;2.52157568932;North,Real Billionaires
2015;;Peter Gilgan;Canada;CAN;1.4;;Non-Traded Sectors;;;;Constrution;;;Homebuilding;;;;;;;North America;;;138.802093506;1.00863027573;North,Real Billionaires
2015;;Peter Spuhler;Switzerland;CHE;2.0;;Traded Sectors;;;;Non-consumer industrial;;;Manufacturing;;;;;;;Europe;;;138.802093506;1.44090044498;North,Real Billionaires
2015;;Petr Kellner;Czech Republic;CZE;8.1;;Financial;;;;Money Management;;;Banking, Insurance;;;;;;;Europe;;;138.802093506;5.83564662933;North,Real Billionaires
2015;;Philip Niarchos;Greece;GRC;2.5;;0.0;;;;Other;;;Art Collection;;;;;;;Europe;;;138.802093506;1.80112552643;North,Real Billionaires
2015;265;Quek Leng Chan;Malaysia;MYS;5.6;73.0;Financial;;;;Money Management;;;Banking, Real Estate;;;;;;;East Asia;;;138.802093506;4.03452110291;North,Real Billionaires
2014;173;R. Budi Hartono;Indonesia;IDN;7.59999990463;73.0;Financial;;;;Money Management;;;banking, tobacco;;;;;;888538201025.0;East Asia;;;138.802093506;5.47542190552;North,Real Billionaires
2015;;Radik Shaimiev;Russia;RUS;1.0;;Resource Related;;;;Energy;;;Refinery, Chemical;;;;;;;Europe;;;138.802093506;0.720450222492;North,Real Billionaires
2015;435;Ralph Dommermuth;Germany;DEU;3.9;51.0;New Sectors;;;;Technology-Computer;;;Internet Service Provider;;;;;;;Europe;;;138.802093506;2.80975580215;North,Real Billionaires
2015;;Randall Rollins;United States;USA;2.5;;Non-Traded Sectors;;;;Retail, Restaurant;;;Pest Control;;;;;;;North America;;;138.802093506;1.80112552643;North,Real Billionaires
2015;1118;Ranjan Pai;India;IND;1.7;42.0;0.0;;;;Other;;;Education;;;;;;;South Asia;;;138.802093506;1.22476541996;North,Real Billionaires
2015;;Richard LeFrak;United States;USA;5.9;;Financial;;;;Real Estate;;;Real Estate;;;;;;;North America;;;138.802093506;4.25065612793;North,Real Billionaires
2015;;Richard Rainwater;United States;USA;3.0;;Financial;;;;Real Estate;;;Real Estate, Energy, Insurance;;;;;;;North America;;;138.802093506;2.16135072708;North,Real Billionaires
2015;;Robert Bass;United States;USA;2.7;;Resource Related;;;;Energy;;;Oil, Investments;;;;;;;North America;;;138.802093506;1.94521558285;North,Real Billionaires
2015;;Robert Coyiuto, Jr.;Philippines;PHL;1.3;;Resource Related;;;;Energy;;;Power;;;;;;;East Asia;;;138.802093506;0.936585307121;North,Real Billionaires
2015;949;Robert Fisher;United States;USA;2.0;61.0;Traded Sectors;;;;Consumer;;;Gap;;;;;;;North America;;;138.802093506;1.44090044498;North,Real Billionaires
2015;;Robert Miller CA;Canada;CAN;2.4;;New Sectors;;;;Technology-Computer;;;Electronics Components;;;;;;;North America;;;138.802093506;1.72908055782;North,Real Billionaires
2015;557;Robert Rich, Jr.;United States;USA;3.2;74.0;Traded Sectors;;;;Consumer;;;Frozen Foods;;;;;;;North America;;;138.802093506;2.30544066429;North,Real Billionaires
2015;;Roberto Angelini Rossi;Chile;CHL;1.3;;Resource Related;;;;Mining and metals;;;Forestry, Mining;;;;;;;Latin America;;;138.802093506;0.936585307121;North,Real Billionaires
2015;165;Roberto Irineu Marinho;Brazil;BRA;8.2;67.0;Non-Traded Sectors;;;;Media;;;Media;;;;;;;Latin America;;;138.802093506;5.90769195557;North,Real Billionaires
2015;;Ron Sim;Singapore;SGP;1.1;;Non-Traded Sectors;;;;Retail, Restaurant;;;Retail;;;;;;;East Asia;;;138.802093506;0.792495250702;North,Real Billionaires
2015;;Ronald Joyce;Canada;CAN;1.1;;Non-Traded Sectors;;;;Retail, Restaurant;;;Restaurants;;;;;;;North America;;;138.802093506;0.792495250702;North,Real Billionaires
2015;1226;Ronald Southern;Canada;CAN;1.6;84.0;Financial;;;;Real Estate;;;Structures, Utilities;;;;;;;North America;;;138.802093506;1.15272033215;North,Real Billionaires
2015;949;Ronald Wanek;United States;USA;2.0;73.0;Traded Sectors;;;;Consumer;;;Furniture;;;;;;;North America;;;138.802093506;1.44090044498;North,Real Billionaires
2015;512;Saif Al Ghurair;United Arab Emirates;ARE;3.4;;Financial;;;;Diversified financial;;;Diversified;;;;;;;Middle East/North Africa;;;138.802093506;2.44953083992;North,Real Billionaires
2015;1324;Salman Alhokair;Saudi Arabia;SAU;1.4;48.0;Non-Traded Sectors;;;;Retail, Restaurant;;;Retailing, Shopping Malls;;;;;;;Middle East/North Africa;;;138.802093506;1.00863027573;North,Real Billionaires
2015;894;Sam Goi;Singapore;SGP;2.1;66.0;Traded Sectors;;;;Consumer;;;Frozen Foods;;;;;;;East Asia;;;138.802093506;1.5129455328;North,Real Billionaires
1996;393;Sammy and Yuli Ofer;Israel;ISR;1.0;0.0;Traded Sectors;;;;Consumer;;;;;;;;;109160636082.0;Middle East/North Africa;;;100.000007629;0.999999940395;North,Real Billionaires
2015;;Samuel Newhouse, Jr.;United States;USA;10.4;;Non-Traded Sectors;;;;Media;;;Media;;;;;;;North America;;;138.802093506;7.49268245697;North,Real Billionaires
2015;;Samuel Tak Lee;Hong Kong;HKG;2.8;;Financial;;;;Real Estate;;;Real Estate;;;;;;;East Asia;;;138.802093506;2.01726055145;North,Real Billionaires
2014;227;Sandra Ortega Mera & family;Spain;ESP;6.09999990463;45.0;Traded Sectors;;;;Consumer;;;Zara;;;;;;1404306536060.0;Europe;;;138.802093506;4.39474630356;North,Real Billionaires
2015;;Sanford Diller;United States;USA;1.7;;Financial;;;;Real Estate;;;Real Estate;;;;;;;North America;;;138.802093506;1.22476541996;North,Real Billionaires
2015;1638;Sanjay Singal;India;IND;1.1;55.0;Resource Related;;;;Energy;;;Steel;;;;;;;South Asia;;;138.802093506;0.792495250702;North,Real Billionaires
2015;737;Sebastian Pinera;Chile;CHL;2.5;65.0;Financial;;;;Diversified financial;;;Investments;;;;;;;Latin America;;;138.802093506;1.80112552643;North,Real Billionaires
2015;894;Shen Guojun;China;CHN;2.1;52.0;Non-Traded Sectors;;;;Retail, Restaurant;;;Retail;;;;;;;East Asia;;;138.802093506;1.5129455328;North,Real Billionaires
2015;;Shen Ya;China;CHN;1.5;;Non-Traded Sectors;;;;Retail, Restaurant;;;Online Apparel Retail;;;;;;;East Asia;;;138.802093506;1.08067536354;North,Real Billionaires
2015;1415;Sidney Kimmel;United States;USA;1.3;87.0;Non-Traded Sectors;;;;Retail, Restaurant;;;Retail;;;;;;;North America;;;138.802093506;0.936585307121;North,Real Billionaires
2015;;Sit Kwong Lam;Hong Kong;HKG;2.3;;Resource Related;;;;Energy;;;Oil, Transportation;;;;;;;East Asia;;;138.802093506;1.65703547001;North,Real Billionaires
2015;1638;Soichiro Fukutake;Japan;JPN;1.1;69.0;0.0;;;;Other;;;Education;;;;;;;East Asia;;;138.802093506;0.792495250702;North,Real Billionaires
2015;810;Song Zuowen;China;CHN;2.3;67.0;Financial;;;;Diversified financial;;;Aluminum, Diversified;;;;;;;East Asia;;;138.802093506;1.65703547001;North,Real Billionaires
2015;949;Stanley Hubbard;United States;USA;2.0;81.0;Non-Traded Sectors;;;;Media;;;Directv;;;;;;;North America;;;138.802093506;1.44090044498;North,Real Billionaires
2015;;Stanley Perron;Australia;AUS;1.3;;Financial;;;;Real Estate;;;Property, Retail;;;;;;;North America;;;138.802093506;0.936585307121;North,Real Billionaires
2015;;Stephan Schmidheiny;Switzerland;CHE;3.3;;Financial;;;;Diversified financial;;;Investments;;;;;;;Europe;;;138.802093506;2.37748575211;North,Real Billionaires
2015;1741;Steven Roth;United States;USA;1.0;73.0;Financial;;;;Real Estate;;;Real Estate;;;;;;;North America;;;138.802093506;0.720450222492;North,Real Billionaires
2015;;Suleiman Kerimov;Russia;RUS;3.0;;Financial;;;;Diversified financial;;;Investments;;;;;;;Europe;;;138.802093506;2.16135072708;North,Real Billionaires
2015;1741;Summerfield Johnston, Jr.;United States;USA;1.0;82.0;Traded Sectors;;;;Consumer;;;Coca-Cola;;;;;;;North America;;;138.802093506;0.720450222492;North,Real Billionaires
2015;418;Sun Guangxin;China;CHN;4.0;52.0;Financial;;;;Diversified financial;;;Diversified;;;;;;;East Asia;;;138.802093506;2.88180088997;North,Real Billionaires
2014;1210;Nicholas Pritzker, II.;United States;USA;1.4;70.0;Financial;inherited;inherited from father;inherited;Real Estate;relation;male;hotels, investments;hotels;Hyatt;aquired;1957;;;North America;inherited from uncle;head of new hotel development until 2009;138.802093506;1.00863027573;North,Founder,Real Billionaires
2001;82;Nicky Oppenheimer;South Africa;ZAF;4.5;55.0;Resource Related;inherited;Third generation;inherited;Mining and metals;relation;male;;diamonds;De Beers;new;1888;;121515880069.0;Sub-Saharan Africa;3rd generation to chair company;;109.114585876;4.12410497665;North,Founder,Real Billionaires
2014;869;Nicolas Puech;France;FRA;2.0;71.0;Traded Sectors;inherited;Fifth generation or longer;inherited;Consumer;relation;male;Hermes;luxury fashion;Hermes;new;1837;;;Europe;5th generation;;138.802093506;1.44090044498;North,Founder,Real Billionaires
2001;109;Nina Wang;Hong Kong;HKG;3.70000004768;;Financial;inherited;spouse or widow;inherited;Real Estate;relation;female;;chemicals;Chinachem Group;new;1960;;169403241524.0;East Asia;widow;;109.114585876;3.39093065262;North,Founder,Real Billionaires
2001;40;Nobutada Saji;Japan;JPN;7.69999980927;55.0;Traded Sectors;inherited;Third generation;inherited;Consumer;relation;male;;brewery;Suntory;new;1899;;4159859918090.0;East Asia;3rd generation;;109.114585876;7.05680179596;North,Founder,Real Billionaires
1996;385;Norberto Odebrecht;Brazil;BRA;1.0;0.0;Non-Traded Sectors;self-made;;founder non-finance;Constrution;founder;male;;construction;Odebrecht Group;new;1944;;853504128942.0;Latin America;;;100.000007629;0.999999940395;North,Founder,Real Billionaires
2014;1565;O. Francis Biondi;United States;USA;1.0;49.0;Financial;self-made;;self-made finance;Hedge funds;founder;male;hedge fund;hedge funds;King Street Capital Management;new;1995;;;North America;;;138.802093506;0.720450222492;North,Founder,Real Billionaires
2014;1465;PNC Menon;Oman;OMN;1.1;65.0;Financial;self-made;;self-made finance;Real Estate;founder;male;real estate;real estate;Sobha Developers;new;1995;;;Middle East/North Africa;;;;;North,Founder
2014;1210;Paolo Bulgari;Italy;ITA;1.4;76.0;Traded Sectors;inherited;Fifth generation or longer;inherited;Consumer;relation;male;luxury goods;luxury goods;Bulgari;new;1884;;;Europe;5th generation;;138.802093506;1.00863027573;North,Founder,Real Billionaires
2001;234;Patrick McGovern;United States;USA;2.0;63.0;New Sectors;self-made;;founder non-finance;Technology-Computer;founder;male;;technology publishing;International Data Goup;new;1964;;10621824000000.0;North America;died in March 2014 shortly after list publication;;109.114585876;1.83293557167;North,Founder,Real Billionaires
2001;3;Paul Allen;United States;USA;30.3999996185;48.0;New Sectors;self-made;;founder non-finance;Technology-Computer;founder;male;;technology;Microsoft;new;1975;;10621824000000.0;North America;;;109.114585876;27.8606185913;North,Founder,Real Billionaires
2014;1565;Pavel Tykac;Czech Republic;CZE;1.0;49.0;Resource Related;self-made;;privatized and resources;Mining and metals;investor;male;coal mine;hostile takeovers;Motoinvest;new;1995;;;Europe;took advantage of Czech Republics privitization programs;;138.802093506;0.720450222492;North,Founder,Real Billionaires
2001;421;Peter Nicholas;United States;USA;1.20000004768;60.0;New Sectors;self-made;;founder non-finance;Technology-Medical;founder;male;;medical devices;Boston Scientific;new;1979;;10621824000000.0;North America;;;109.114585876;1.09976136684;North,Founder,Real Billionaires
2014;1284;Peter Sperling;United States;USA;1.3;54.0;0.0;inherited;inherited from father;inherited;Other;relation;male;education;education;Apollo Group;new;1973;;;North America;inherited from father;;138.802093506;0.936585247517;North,Founder,Real Billionaires
2001;363;Pierre Bellon;France;FRA;1.39999997616;71.0;Non-Traded Sectors;self-made;;founder non-finance;Retail, Restaurant;founder;male;;catering;Sodexo;new;1960;;1382218344520.0;Europe;;;109.114585876;1.28305482864;North,Founder,Real Billionaires
2014;162;Pierre Omidyar;United States;USA;8.2;46.0;New Sectors;self-made;;founder non-finance;Technology-Computer;founder and chairman;male;Ebay;e-commerce;Ebay;new;1995;;;North America;;;138.802093506;5.90769195557;North,Founder,Real Billionaires
2014;1442;Qi Xiangdong;China;CHN;1.15;43.0;New Sectors;self-made;;founder non-finance;Technology-Computer;founder;male;software;internet company;Qihoo;new;2005;;;East Asia;;;138.802093506;0.828517735004;North,Founder,Real Billionaires
2014;1372;Rakesh Jhunjhunwala;India;IND;1.2;53.0;Financial;self-made;;self-made finance;Other;investor;male;Investments;pharmaceuticals;Lupin;new;1968;;;South Asia;;;138.802093506;0.864540278912;North,Founder,Real Billionaires
2014;1154;Ravi Jaipuria;India;IND;1.5;59.0;Traded Sectors;self-made;;executive;Consumer;relation;male;soft drinks;soft drinks;RJ Corp;new;1960;;;South Asia;inherited coca-cola bottling plant in 1987;;138.802093506;1.08067536354;North,Founder,Real Billionaires
2014;1092;Ray Davis;United States;USA;1.6;72.0;Traded Sectors;self-made;;executive;Non-consumer industrial;ceo;male;pipelines;gas pipeline;Energy Transfer Partners;aquired;1995;;;North America;;;138.802093506;1.15272033215;North,Founder,Real Billionaires
2014;483;Renate Reimann-Haas;Germany;DEU;3.3;62.0;Traded Sectors;inherited;inherited from father;inherited;Consumer;relation;female;consumer goods;consumer goods;Benckiser;aquired;1923;;;Europe;inherited from father;no involvement in company;138.802093506;2.37748575211;North,Founder,Real Billionaires
2014;160;Ricardo Salinas Pliego;Mexico;MEX;8.3;58.0;Non-Traded Sectors;inherited;Fourth generation;inherited;Retail, Restaurant;relation;male;retail, media;telecommunications;Grupo Salinas/Group Elektra;new;1906;;;Latin America;4th generation;;;;North,Founder
2001;452;Robert Dedman;United States;USA;1.10000002384;;Financial;self-made;;self-made finance;Real Estate;founder;male;;golf courses;ClubCorp;new;1957;;10621824000000.0;North America;;;109.114585876;1.00811457634;North,Founder,Real Billionaires
2014;931;Robert Duggan;United States;USA;1.9;69.0;New Sectors;self-made;;executive;Technology-Medical;investor;male;pharmaceuticals;pharmaceuticals;Pharmacyclics;aquired;1991;;;North America;;;138.802093506;1.36885547638;North,Founder,Real Billionaires
2014;1210;Roman Avdeev;Russia;RUS;1.4;46.0;Financial;self-made;;self-made finance;Money Management;founder;male;banking, development;banking;Credit Bank of Moscow;new;1994;;;Europe;;;138.802093506;1.00863027573;North,Founder,Real Billionaires
2001;272;Ronald Burkle;United States;USA;1.79999995232;48.0;Non-Traded Sectors;self-made;;founder non-finance;Retail, Restaurant;founder;male;;private equity;Yucaipa Companies;new;1986;;10621824000000.0;North America;;;109.114585876;1.64964187145;North,Founder,Real Billionaires
1996;59;Ronald Perelman;United States;USA;4.0;53.0;Financial;self-made;;self-made finance;Private equity/leveraged buyout;founder;male;;holding company;MacAnderws and Forbes Holdings;aquired;1980;;8100200000000.0;North America;;;100.000007629;3.99999976158;North,Founder,Real Billionaires
2014;1565;Rostam Azizi;Tanzania;TZA;1.0;49.0;Non-Traded Sectors;self-made;;executive;Media;investor;male;telecom, investments;telecom;Vodacom Tanzania;subsidiary;1999;;;Sub-Saharan Africa;;;138.802093506;0.720450222492;North,Founder,Real Billionaires
2001;39;Rupert Murdoch;United States;USA;7.80000019073;70.0;Non-Traded Sectors;inherited;inherited from father;inherited;Media;relation;male;;media;News Limited;new;1923;;10621824000000.0;North America;inherited from father;;109.114585876;7.14844846725;North,Founder,Real Billionaires
2014;731;Sebastian Pinera;Chile;CHL;2.4;64.0;Financial;self-made;;privatized and resources;Diversified financial;founder;male;investments;credit cards;Bancard;new;1976;1.0;;Latin America;President of Chile until 2014;;138.802093506;1.72908055782;North,Founder,Real Billionaires
2014;1565;Sergei Petrov;Russia;RUS;1.0;59.0;Non-Traded Sectors;self-made;;founder non-finance;Retail, Restaurant;founder;male;auto import and dealerships;auto retail;Rolf Group;new;1990;;;Europe;;;138.802093506;0.720450222492;North,Founder,Real Billionaires
2014;1565;Sergei Tsikalyuk;Russia;RUS;1.0;55.0;Financial;self-made;;self-made finance;Money Management;founder;male;insurance;insurance;Military Insurance Company (VSK);new;1992;;;Europe;;;138.802093506;0.720450222492;North,Founder,Real Billionaires
2014;319;Sergio Mantegazza;Switzerland;CHE;4.7;86.0;0.0;inherited;inherited from father;inherited;Other;relation;male;travel;travel company;Globus;new;1928;;;Europe;inherited from father, current ceo;;138.802093506;3.38611602783;North,Founder,Real Billionaires
2014;1540;Sheryl Sandberg;United States;USA;1.05;44.0;New Sectors;self-made;;executive;Technology-Computer;COO;female;Facebook;internet company;Facebook;new;2004;;;North America;;;138.802093506;0.756472706795;North,Founder,Real Billionaires
1996;271;Shi Wen-long;;Taiwan;1.5;0.0;Traded Sectors;self-made;;founder non-finance;Non-consumer industrial;founder;male;;plastics;Chi Mei Corporation;new;1960;;;East Asia;;;100.000007629;1.49999988079;North,Founder,Real Billionaires
2014;1565;Shoji Uehara;Japan;JPN;1.0;86.0;New Sectors;inherited;inherited from father;inherited;Technology-Medical;relation;male;pharmaceuticals;pharmaceuticals;Taisho Pharmaceutical;new;1912;;;East Asia;inherited from father;;138.802093506;0.720450222492;North,Founder,Real Billionaires
1996;213;Sid Bass;United States;USA;1.89999997616;53.0;Resource Related;inherited;inherited from father;inherited;Energy;relation;male;;oil;Sid Richardson Gasoline Co;new;1919;;8100200000000.0;North America;inherited from uncle/father;;100.000007629;1.89999985695;North,Founder,Real Billionaires
